timestamp,frame,emotion,confidence,angry,disgust,fear,happy,sad,surprise,neutral,shoulder_asymmetry
2025-11-05T03:55:55.684969,195,neutral,0.9862980842590332,0.004731930326670408,5.410695891328032e-09,0.00039774220203980803,0.0013884168583899736,0.007093670312315226,9.026074985740706e-05,0.9862980842590332,2.0473766326904297
2025-11-05T03:55:57.165875,200,neutral,0.9972364902496338,0.0002359113859711215,2.985540287214761e-11,0.00028407806530594826,0.00013756284897681326,0.0014867546269670129,0.0006191819556988776,0.9972364902496338,1.5087604522705078
2025-11-05T03:55:59.710356,205,neutral,0.99657142162323,0.0001489118585595861,1.187761972110124e-10,0.0004964161780662835,0.00021053740056231618,0.0017190059879794717,0.0008536943350918591,0.99657142162323,2.085428237915039
2025-11-05T03:56:01.516339,210,neutral,0.9974945783615112,0.0001828446111176163,3.6548625237387e-11,0.00034100437187589705,0.00011442002869443968,0.0018216433236375451,4.553289545583539e-05,0.9974945783615112,0.6412410736083984
2025-11-05T03:56:03.087190,215,neutral,0.40695396065711975,0.22638782858848572,4.1050529375752376e-07,0.02283952385187149,0.00015513347170781344,0.34364432096481323,1.881887328636367e-05,0.40695396065711975,0.8364772796630859
2025-11-05T03:56:04.567446,220,neutral,0.43011048436164856,0.2332368791103363,2.4146863779606065e-06,0.031279634684324265,0.0005215108394622803,0.30479931831359863,4.9773065256886184e-05,0.43011048436164856,1.1907291412353516
2025-11-05T03:56:06.186780,225,sad,0.4515283703804016,0.2300652116537094,5.213676157467262e-10,0.016471175476908684,0.00035255608963780105,0.4515283703804016,6.570393225047155e-07,0.3015819489955902,3.5062408447265625
2025-11-05T03:56:07.705167,230,sad,0.5357442498207092,0.19308340549468994,8.722164324126425e-09,0.03208138793706894,0.0005758285406045616,0.5357442498207092,4.627624548447784e-06,0.23851056396961212,1.473226547241211
2025-11-05T03:56:09.247085,235,sad,0.41799041628837585,0.4012722074985504,1.233257829191814e-09,0.026174083352088928,0.00011111830826848745,0.41799041628837585,4.407722542509873e-07,0.1544516682624817,2.122821807861328
2025-11-05T03:56:10.756484,240,neutral,0.9742986559867859,0.0019615329802036285,5.937265123989732e-10,0.0033350209705531597,0.00034994143061339855,0.02005460113286972,2.3886573785603105e-07,0.9742986559867859,2.507801055908203
2025-11-05T03:56:12.487427,245,neutral,0.951366126537323,0.005609726067632437,3.8972054028363345e-08,0.011918866075575352,0.0015160994371399283,0.026724472641944885,0.002864660695195198,0.951366126537323,2.4259185791015625
2025-11-05T03:56:13.989289,250,angry,0.6137601733207703,0.6137601733207703,2.3205302263074046e-11,0.002767549827694893,0.004254726227372885,0.04676077887415886,4.469649411475984e-06,0.33245226740837097,0.44646263122558594
